Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 17:47,4/20/22 17:49,strongly disagree,Yes,Yes,It makes it hard for a person to find the right words to speak,A language disorder,Other (please specify),I work in a hospital doing COding I see this Diagnosis frequently,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,"on TV with the Bruce Willis story, and same topic in People Magazine",Middle Atlantic,"$50,000-$74,999",Windows Desktop / Laptop,45-60,Female
4/20/22 17:49,4/20/22 17:49,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,30-44,Female
4/20/22 17:43,4/20/22 17:48,somewhat disagree,Yes,Yes,Verbal communication is difficult.,A language disorder,On TV or in a movie,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,Magazine about Bruce Willis,West South Central,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 17:45,4/20/22 17:47,somewhat disagree,Yes,Yes,Difficulty to form word because of stroke,None of the above,Other (please specify),School,No,,,No,Stroke,,Traumatic brain injury,,,6-Apr,Hospital,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:43,4/20/22 17:47,somewhat agree,Yes,Yes,It affects them by like they can’t talk properly because of damaged parts,A language disorder,From a doctor,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Doctors office,East North Central,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:45,4/20/22 17:46,strongly disagree,Yes,Yes,Have difficulty forming words,A language disorder,From a family member or friend,,No,,,Yes,,Brain tumor,Traumatic brain injury,,,3-Jan,Tv,South Atlantic,"$75,000-$99,999",iOS Phone / Tablet,> 60,Male
4/20/22 17:46,4/20/22 17:46,somewhat agree,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$25,000-$49,999",Android Phone / Tablet,18-29,Male
4/20/22 17:46,4/20/22 17:46,somewhat agree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",Android Phone / Tablet,30-44,Female
4/20/22 17:43,4/20/22 17:46,strongly disagree,Yes,Yes,not sure.,None of the above,I don't recall,,No,,,I don't know,Stroke,,,,,6-Apr,television,Middle Atlantic,"$0-$9,999",Android Phone / Tablet,45-60,Male
4/20/22 17:45,4/20/22 17:46,somewhat agree,Yes,Yes,Mama mama do mama,A language disorder,From a doctor,,Yes,2 - 3 years,Yes,,,Brain tumor,Traumatic brain injury,Heart Disease,,9-Jul,Mama mama do mama,East North Central,"$0-$9,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:43,4/20/22 17:45,strongly disagree,Yes,Yes,you get phased out for some reason,None of the above,From a family member or friend,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,I'm not sure,3-Jan,in a web series,New England,"$50,000-$74,999",Android Phone / Tablet,18-29,Female
4/20/22 17:37,4/20/22 17:45,neutral,Yes,No,,,,,,,,,,,,,,,,West North Central,"$25,000-$49,999",Android Phone / Tablet,45-60,Female
4/20/22 17:44,4/20/22 17:45,strongly disagree,No,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:43,4/20/22 17:45,strongly disagree,Yes,Yes,Hard to talk,None of the above,Other (please specify),Nursing school,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,Nursing journal,South Atlantic,Prefer not to answer,MacOS Desktop / Laptop,> 60,Female
4/20/22 17:44,4/20/22 17:44,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:40,4/20/22 17:44,strongly disagree,Yes,Yes,"Affects speech , ability to understand",None of the above,I don't recall,,No,,,No,Stroke,,Traumatic brain injury,,,None,Media,East North Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:43,4/20/22 17:44,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Male
4/20/22 17:42,4/20/22 17:44,strongly disagree,Yes,Yes,memory loss and word finding problems,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,na,Pacific,"$25,000-$49,999",Android Phone / Tablet,18-29,Female
4/20/22 17:40,4/20/22 17:43,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$200,000+",Windows Desktop / Laptop,45-60,Male
4/20/22 17:40,4/20/22 17:43,strongly disagree,I don't know,Yes,stroke like symptoms,A language disorder,I don't recall,,No,,,Yes,,,,,I'm not sure,6-Apr,Media about Bruce Willis,Mountain,"$25,000-$49,999",Android Phone / Tablet,> 60,Female
4/20/22 17:43,4/20/22 17:43,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$10,000-$24,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:41,4/20/22 17:43,somewhat disagree,Yes,Yes,I think its language problem,A language disorder,Other (please specify),school,No,,,No,Stroke,,Traumatic brain injury,,,None,studying for an exam,South Atlantic,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 17:42,4/20/22 17:43,neutral,Yes,Yes,Not well,A heart condition,From a family member or friend,,Yes,Less than a year ago,Yes,,,,Traumatic brain injury,,,3-Jan,Online,Mountain,"$75,000-$99,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:40,4/20/22 17:42,strongly disagree,Yes,Yes,they varying degrees of difficulty speaking or finding the right words they want to say.,A language disorder,I don't recall,,No,,,Yes,Stroke,,,,,10 or more,Tv talking about Bruce Willis,New England,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Female
4/20/22 17:41,4/20/22 17:42,somewhat agree,Yes,Yes,Word finding,A language disorder,Other (please specify),In school,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,People magazine with Bruce Willis,Middle Atlantic,"$0-$9,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:40,4/20/22 17:41,strongly agree,Yes,Yes,extremely bad,A spinal condition,On TV or in a movie,,No,,,No,Stroke,,,,,10 or more,on social media,Middle Atlantic,"$100,000-$124,999",Android Phone / Tablet,30-44,Male
4/20/22 17:41,4/20/22 17:41,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,West South Central,"$100,000-$124,999",Android Phone / Tablet,45-60,Female
4/20/22 17:40,4/20/22 17:41,strongly disagree,Yes,Yes,Difficulty or inability to speak or process language,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,news,Mountain,"$100,000-$124,999",Android Phone / Tablet,30-44,Male
4/20/22 17:41,4/20/22 17:41,somewhat disagree,Yes,Yes,NA,A language disorder,"In a newspaper, magazine or online publication",,Yes,1 - 2 years,No,,,,Traumatic brain injury,,,9-Jul,2 Months,East North Central,"$75,000-$99,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:40,4/20/22 17:41,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$200,000+",Android Phone / Tablet,30-44,Male
4/20/22 17:39,4/20/22 17:40,strongly disagree,Yes,Yes,I am not familiar with what it means but have heard of it,I’m not sure,On TV or in a movie,,No,,,No,,,,,I'm not sure,6-Apr,In a movie,West North Central,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:28,4/20/22 17:40,strongly disagree,Yes,Yes,Don’t know,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,Tv,Pacific,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:37,4/20/22 17:40,somewhat disagree,No,Yes,Speech,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,6-Apr,Bruce Willis,Pacific,"$150,000-$174,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:37,4/20/22 17:39,strongly disagree,Yes,Yes,The person has problems communicating.,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,,Traumatic brain injury,,,6-Apr,internet,Middle Atlantic,"$50,000-$74,999",Windows Desktop / Laptop,> 60,Female
4/20/22 17:37,4/20/22 17:38,somewhat disagree,Yes,Yes,🤔,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,🤷,East South Central,"$50,000-$74,999",Android Phone / Tablet,45-60,Female
4/20/22 17:34,4/20/22 17:38,strongly disagree,Yes,Yes,A disorder which affects ability to communicate,A language disorder,Other (please specify),In nursing school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,With the diagnosis of Bruce Willis,Mountain,"$50,000-$74,999",MacOS Desktop / Laptop,> 60,Female
4/20/22 17:36,4/20/22 17:38,strongly disagree,Yes,Yes,Not sure,A language disorder,On TV or in a movie,,No,,,I don't know,Stroke,,,,,3-Jan,Idk,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:35,4/20/22 17:38,strongly disagree,Yes,Yes,don't know,A heart condition,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,TV commercial,East South Central,Prefer not to answer,Android Phone / Tablet,30-44,Male
4/20/22 17:37,4/20/22 17:38,somewhat disagree,I don't know,Yes,Memory,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,6-Apr,Tv,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:33,4/20/22 17:36,strongly disagree,Yes,Yes,Speech and facial movement,None of the above,From a doctor,,No,,,Yes,,,Traumatic brain injury,,,6-Apr,in a nursing home,Middle Atlantic,"$25,000-$49,999",Android Phone / Tablet,45-60,Male
4/20/22 17:34,4/20/22 17:36,strongly disagree,Yes,Yes,Can't find the right words to express what their brain wants to say,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,People Magazine,West North Central,"$100,000-$124,999",Windows Desktop / Laptop,45-60,Female
4/20/22 17:34,4/20/22 17:36,strongly disagree,Yes,Yes,Affect Ability to speak,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis,East North Central,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 17:34,4/20/22 17:35,strongly disagree,Yes,Yes,"They can struggle to swallow, eat, talk.",A language disorder,Other (please specify),Anatomy class,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,The news.,Mountain,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:34,4/20/22 17:35,strongly disagree,Yes,Yes,NA,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,6-Apr,News regarding Bruce Willis,,"$75,000-$99,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:35,4/20/22 17:35,strongly disagree,Yes,Yes,Trouble speaking,A language disorder,I don't recall,,No,,,No,Stroke,,,,,6-Apr,Unsure,South Atlantic,"$125,000-$149,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:33,4/20/22 17:35,somewhat disagree,Yes,Yes,Speech,A language disorder,On TV or in a movie,,No,,,No,,,Traumatic brain injury,,,3-Jan,Internet ,South Atlantic,"$200,000+",iOS Phone / Tablet,> 60,Male
4/20/22 17:29,4/20/22 17:35,strongly disagree,Yes,Yes,they can't speak very well,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,on a tv show,East South Central,Prefer not to answer,Android Phone / Tablet,18-29,Male
4/20/22 17:28,4/20/22 17:34,strongly disagree,Yes,Yes,"makes it feel difficult to communicate, caused by stroke or brain tumor.",A language disorder,Other (please specify),"work, I'm a social worker",No,,,No,Stroke,Brain tumor,,,,None,"one of my cases for work, I'm a social worker.",Mountain,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 17:33,4/20/22 17:34,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:33,4/20/22 17:33,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,Mountain,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 17:29,4/20/22 17:33,strongly disagree,Yes,Yes,Difficulty with verbal expression.,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,A TV reference to an Actor's problem with same. B.W.,New England,Prefer not to answer,Windows Desktop / Laptop,> 60,Male
4/20/22 17:30,4/20/22 17:33,strongly disagree,Yes,Yes,"Brain, you lose control of cognitive function",A circulatory condition,From a doctor,,No,,,No,,,Traumatic brain injury,,,3-Jan,Bruce Willis,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:31,4/20/22 17:32,strongly disagree,Yes,Yes,They can’t comprehend speech ,None of the above,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,The news ,East North Central,"$0-$9,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:31,4/20/22 17:32,somewhat disagree,Yes,Yes,ability to pronounce words,A language disorder,Other (please specify),class,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce willis on the news,Middle Atlantic,"$125,000-$149,999",Android Phone / Tablet,30-44,Female
4/20/22 17:30,4/20/22 17:32,neutral,Yes,Yes,It’s hard for someone to communicate,A language disorder,From a doctor,,No,,,Yes,Stroke,,,,,3-Jan,Dr,West South Central,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:29,4/20/22 17:31,strongly disagree,I don't know,Yes,Affects their memory and speech and can cause interruptions in their daily lives,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,On social media,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:27,4/20/22 17:31,somewhat agree,No,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:30,4/20/22 17:30,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:28,4/20/22 17:30,strongly disagree,Yes,Yes,they can't find the find word that they want to use,A language disorder,Other (please specify),college (this was my degree),No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,family friend had a stroke,Mountain,"$10,000-$24,999",Android Phone / Tablet,18-29,Female
4/20/22 17:26,4/20/22 17:30,strongly disagree,Yes,Yes,Effects their speech ,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,,,,3-Jan,News article ,South Atlantic,"$150,000-$174,999",Android Phone / Tablet,> 60,Male
4/20/22 17:27,4/20/22 17:29,strongly disagree,Yes,Yes,It affects the cognitive function of the brain,A language disorder,On TV or in a movie,,No,,,Yes,,,,,I'm not sure,3-Jan,The news,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:27,4/20/22 17:29,strongly disagree,Yes,Yes,Wgevegevrvrvrvrvtvtvtvtb,A language disorder,From a doctor,,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,S s d f f tbrbevevrb,Pacific,"$150,000-$174,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:27,4/20/22 17:29,strongly disagree,Yes,Yes,Unable to communicate ,I’m not sure,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,6-Apr,Television ,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,> 60,Female
4/20/22 17:27,4/20/22 17:28,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,Mountain,"$150,000-$174,999",Android Phone / Tablet,45-60,Female
4/20/22 17:23,4/20/22 17:26,strongly disagree,Yes,Yes,having difficulty in speaking.,A language disorder,I don't recall,,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,I really can't remember.  sorry 😞,Pacific,"$10,000-$24,999",Android Phone / Tablet,> 60,Male
4/20/22 17:24,4/20/22 17:26,strongly disagree,Yes,Yes,Speech difficulties,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,An article on line about an actor who has it.,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:21,4/20/22 17:26,somewhat disagree,Yes,Yes,A person who has had a stroke or a brain injury that affects the speech center will have difficulty speaking. Some can not speak at all,A language disorder,Other (please specify),I am a registered nurse,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,"Do not remember. My husband had a stroke in spring of 2004. First he had apraxia, then after the third stroke aphasia.  ",New England,Prefer not to answer,MacOS Desktop / Laptop,> 60,Female
4/20/22 17:23,4/20/22 17:26,strongly disagree,Yes,Yes,They have trouble recalling and producing the words that they want/need to use.,A language disorder,Other (please specify),speech pathologist,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,The only place that I have seen aphasia mentioned  recently was in relation to Bruce Willis' diagnosis.,East North Central,"$50,000-$74,999",Windows Desktop / Laptop,45-60,Female
4/20/22 17:20,4/20/22 17:25,somewhat agree,Yes,Yes,"If it caused by stroke or brain injury, it usually results to trauma",A language disorder,From a doctor,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,From my college,Pacific,"$150,000-$174,999",Android Phone / Tablet,18-29,Male
4/20/22 17:24,4/20/22 17:25,strongly disagree,Yes,Yes,Unable to communicate and process thoughts,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,,Traumatic brain injury,,,3-Jan,YouTube,Middle Atlantic,"$0-$9,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:23,4/20/22 17:25,strongly disagree,Yes,Yes,leaves the person unable to communicate effectively with others,None of the above,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,news about Bruce Willis,West South Central,"$200,000+",Android Phone / Tablet,45-60,Male
4/20/22 17:20,4/20/22 17:24,somewhat disagree,Yes,Yes,Makes is hard to speak clearly and form sentences,A language disorder,From a family member or friend,,No,,,Yes,Stroke,,Traumatic brain injury,,,6-Apr,Reported in the news that Actor Bruce Willis has aphasia,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Male
4/20/22 17:22,4/20/22 17:24,somewhat disagree,Yes,Yes,hard speaking,A language disorder,From a doctor,,Yes,1 - 2 years,No,,,,Traumatic brain injury,,,6-Apr,doctor,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 17:21,4/20/22 17:23,strongly disagree,Yes,Yes,Have trouble understanding speech and speaking ,None of the above,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,6-Apr,News article,South Atlantic,"$200,000+",iOS Phone / Tablet,> 60,Female
4/20/22 17:20,4/20/22 17:21,somewhat disagree,Yes,Yes,Not sure,A heart condition,On TV or in a movie,,Yes,1 - 2 years,Yes,,Stroke,,Traumatic brain injury,,,6-Apr,Yes,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:20,4/20/22 17:21,strongly disagree,Yes,Yes,it causes them to struggle to find words,A language disorder,On TV or in a movie,,No,,,No,,,,,I'm not sure,10 or more,news about Bruce Willis,New England,"$125,000-$149,999",Android Phone / Tablet,45-60,Male
4/20/22 17:20,4/20/22 17:20,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:18,4/20/22 17:20,neutral,Yes,Yes,Hard to speak,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis,East North Central,"$50,000-$74,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:19,4/20/22 17:20,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$100,000-$124,999",iOS Phone / Tablet,> 60,Male
4/20/22 17:12,4/20/22 17:15,strongly disagree,Yes,Yes,They have trouble speaking and understanding speech.,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,Stories about Bruce Willis,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,> 60,Female
4/20/22 17:17,4/20/22 17:19,somewhat disagree,Yes,Yes,Language and communicating,A language disorder,From a family member or friend,,No,,,Yes,Stroke,,,,,None,My friend who suffered a stroke,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:18,4/20/22 17:19,neutral,I don't know,Yes,not sure,I’m not sure,I don't recall,,No,,,No,,,,Heart Disease,,None,don't remember,East North Central,"$25,000-$49,999",Android Phone / Tablet,> 60,Female
4/20/22 17:16,4/20/22 17:19,strongly disagree,Yes,Yes,"Memory and cognition,",A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I don’t recall,Pacific,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:18,4/20/22 17:18,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 17:18,4/20/22 17:18,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",Windows Desktop / Laptop,30-44,Female
4/20/22 17:17,4/20/22 17:18,strongly disagree,Yes,Yes,Difficulty speaking communicating,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,Bruce Willis,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:16,4/20/22 17:18,strongly disagree,Yes,Yes,Communications difficulty,A language disorder,Other (please specify),Graduate school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,Re Bruce Willis,New England,Prefer not to answer,Android Phone / Tablet,> 60,Male
4/20/22 17:17,4/20/22 17:18,somewhat agree,Yes,No,,,,,,,,,,,,,,,,New England,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 17:15,4/20/22 17:17,strongly disagree,Yes,Yes,It makes it difficult for them to find the right words to communicate with other people. ,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,,,,,I'm not sure,3-Jan,On-line with regards to an actor,Pacific,Prefer not to answer,MacOS Desktop / Laptop,> 60,Female
4/20/22 17:16,4/20/22 17:17,somewhat agree,Yes,Yes,I’m not sure,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,In regards to Bruce Willis recently,East North Central,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 17:16,4/20/22 17:17,strongly disagree,No,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 17:12,4/20/22 17:16,strongly disagree,Yes,Yes,Person is unable to communicate with others to some extent depending on how severe the case is,A language disorder,Other (please specify),College. I was a special education major.,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,TV,South Atlantic,"$10,000-$24,999",Windows Desktop / Laptop,> 60,Female
4/20/22 17:14,4/20/22 17:16,somewhat agree,No,Yes,I’m not sure what that really means,I’m not sure,From a doctor,,No,,,No,,Brain tumor,Traumatic brain injury,,,6-Apr,In this survey is the last time,Pacific,"$75,000-$99,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:14,4/20/22 17:15,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$200,000+",iOS Phone / Tablet,45-60,Female
4/20/22 17:10,4/20/22 17:14,somewhat disagree,Yes,Yes,unable to think or talk clearly,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,none,East North Central,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Male
4/20/22 17:12,4/20/22 17:14,somewhat disagree,Yes,Yes,Cognitive deficiency,None of the above,I don't recall,,No,,,No,,,Traumatic brain injury,,I'm not sure,None,Psychology class,Middle Atlantic,"$75,000-$99,999",iOS Phone / Tablet,18-29,Male
4/20/22 17:13,4/20/22 17:14,neutral,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:11,4/20/22 17:12,somewhat disagree,Yes,Yes,I don't know,I’m not sure,"In a newspaper, magazine or online publication",,No,,,I don't know,,,,,I'm not sure,3-Jan,About an actor,Mountain,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 17:12,4/20/22 17:12,somewhat agree,No,No,,,,,,,,,,,,,,,,Pacific,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:11,4/20/22 17:12,strongly agree,Yes,Yes,They have trouble speaking,I’m not sure,I don't recall,,No,,,No,Stroke,,,,,3-Jan,Tv,Middle Atlantic,"$150,000-$174,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:10,4/20/22 17:11,somewhat agree,No,Yes,none,A spinal condition,From a doctor,,Yes,Less than a year ago,I don't know,,,,,,I'm not sure,3-Jan,none,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,45-60,Female
4/20/22 17:09,4/20/22 17:11,strongly disagree,Yes,Yes,Difficultly in understanding words & communicating with words,None of the above,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,online,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:08,4/20/22 17:11,somewhat agree,No,Yes,aphasia affect the circulatory condition,A circulatory condition,From a doctor,,No,,,Yes,Stroke,,,,,3-Jan,Social media,Middle Atlantic,"$150,000-$174,999",Android Phone / Tablet,30-44,Male
4/20/22 17:03,4/20/22 17:11,strongly disagree,Yes,Yes,"Difficult to find words, unrecognized words.",A language disorder,Other (please specify),Working in doctor's office.,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Internet,West South Central,Prefer not to answer,Android Phone / Tablet,> 60,Female
4/20/22 17:10,4/20/22 17:10,somewhat agree,Yes,Yes,aphasia affects the afflicted person by color seeing,A heart condition,From a doctor,,Yes,1 - 2 years,Yes,,,Brain tumor,Traumatic brain injury,,,9-Jul,newspaper,New England,"$75,000-$99,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:03,4/20/22 17:10,strongly disagree,Yes,Yes,A language impairment that affects speech or comprehension,A language disorder,Other (please specify),College,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,This survey,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:08,4/20/22 17:10,strongly disagree,Yes,Yes,I've heard the term but don't know it's precise meaning,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,3-Jan,"not sure, probably a movie",Mountain,"$100,000-$124,999",Android Phone / Tablet,30-44,Female
4/20/22 17:08,4/20/22 17:09,neutral,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,18-29,Female
