"year","gender","age","q_heard_of","q_own_words","q_describes","q_common_cva","q_intellect","q_first_heard","q_diagnosed","q_how_long_ago","q_know_someone_else","q_know_someone","q_causes_cva","q_causes_tumor","q_causes_tbi","q_causes_heart","q_causes_notsure","q_past_year","q_last_place"
"2022","Male","45-60","Yes","I have no idea, but I’ve heard the term.","I’m not sure","Yes","somewhat disagree","I don't recall","No",NA,NA,"I don't know","1","0","0","0","1","None","No idea"
"2022","Male","45-60","Yes","ability to speak and understand","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","1","1 to 3","bruce Willis on the news"
"2022","Male","45-60","Yes","it disrupt the path between brain and mouth","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","4 to 6","I don't recall"
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","The person's ability to either speak or understand speech is compromised.","I’m not sure","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","10 or more","College alumni newsletter"
"2022","Male","45-60","Yes","hard for a person to communicate, absences of verbal communication","A circulatory condition","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","0","1","0","0","0","1 to 3","Teaching each semester, medical terminology"
"2022","Male","45-60","Yes","Someone with Aphasia has a difficult time forming words. They know exactly what they wanna say. but articulating it is difficult.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","10 or more","TV"
"2022","Male","18-29","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","It affects motor skills and speach","I’m not sure","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","Facebook"
"2022","Male","18-29","No",NA,NA,"No","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","freedom to speak","A spinal condition","Yes","somewhat agree","From a family member or friend","Yes","2 - 3 years","Yes",NA,"1","0","1","0","0","4 to 6","ethernet"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Inability to follow others conversations","A language disorder","Yes","neutral","From a doctor","No",NA,NA,"No","0","1","1","0","0","1 to 3","Facebook"
"2022","Male","30-44","No",NA,NA,"No","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","the brain","A language disorder","Yes","somewhat agree","From a doctor","Yes","1 - 2 years","Yes",NA,"0","1","1","1","0","7 to 9","Hospital"
"2022","Male","30-44","Yes","not sure, but I have heard the word before","None of the above","Yes","somewhat disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","4 to 6","this survey"
"2022","Male","30-44","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","It affects their speaking ability.","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","On tv cnn."
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","they have trouble retrieving words","None of the above","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","articles about Bruce willis"
"2022","Female","45-60","Yes","Lost air","A circulatory condition","Yes","neutral","From a doctor","No",NA,NA,"Yes","0","0","0","0","1","1 to 3","News"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Their ability to communicate","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","Newspaper most likely"
"2022","Male","45-60","Yes","difficulty communicating","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None","magazine article"
"2022","Female","45-60","Yes","can't think of or form words","A language disorder","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","medical show on TV"
"2022","Male","30-44","No",NA,NA,"I don't know","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Difficulty speaking","A language disorder","Yes","strongly disagree","From a doctor","No",NA,NA,"No","1","0","0","0","0","4 to 6","News"
"2022","Female","45-60","No",NA,NA,"No","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","Communication deficit which involves ability to recognize and process spoken word to and or from oneself. Even if the concept is known and understood.","A language disorder","No","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","0","0","10 or more","Bruce Willis Dx being publicized."
"2022","Female","45-60","Yes","Unsure totally but seems to affect the brain and neurological","A circulatory condition","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","10 or more","Yahoo news"
"2022","Female","45-60","Yes","It is a language disorder which interferes with communication.","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","0","0","1 to 3","TV and news articles about Bruce Willis"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Disability","A circulatory condition","Yes","somewhat agree","In a newspaper, magazine or online publication","Yes","1 - 2 years","No",NA,"1","0","0","0","0","4 to 6","In a movie"
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","their ability to understand what someone is saying is diminished","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","1","1","0","0","10 or more","Bruce Willis retirement announcement"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Na","A heart condition","No","somewhat disagree","From a doctor","No",NA,NA,"No","1","0","0","0","0","1 to 3","Na"
"2022","Female","45-60","Yes","They are frustrated because they know they are not communicating well.","A language disorder","Yes","somewhat disagree","From a doctor","No",NA,NA,"Yes","1","1","1","1","0","4 to 6","In the hospital"
"2022","Male","30-44","No",NA,NA,"No","strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","It can act as a barrier to speech for the person.","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Bruce Willis being diagnosed with aphasia."
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","It affects people ability to understand people","A language disorder","No","somewhat agree","From a doctor","No",NA,NA,"No","1","1","0","0","0","1 to 3","Doctor"
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","something with hair","I’m not sure","I don't know","strongly disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","1 to 3","Facebook"
"2022","Male","45-60","Yes","none","A heart condition","Yes","neutral","From a doctor","No",NA,NA,"Yes","0","1","0","0","0","4 to 6","none"
"2022","Female","45-60","Yes","Not really sure just know that Will Smith's wife was mentioned having it.","None of the above","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","Tampa Bay Times"
"2022","Male","30-44","Yes","Communication difficulties","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","Not sure"
"2022","Female","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","A language disorder","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","4 to 6","Twitter"
"2022","Male","45-60","Yes","not sure","A language disorder","Yes","neutral","On TV or in a movie","No",NA,NA,"No","0","1","0","0","0","None","none"
"2022","Female","45-60","Yes","They have difficulty speaking","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","nursing school"
"2022","Male","30-44","Yes","Can’t remember but I think it’s either difficulty generating words or inability to articulate thoughts","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","4 to 6","Online Medical forum"
"2022","Male","30-44","Yes","Issue communicating with speech","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Somewhere online"
"2022","Male","18-29","No",NA,NA,"I don't know","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","Never","A circulatory condition","Yes","somewhat disagree","From a doctor","Yes","1 - 2 years","No",NA,"1","1","1","0","0","7 to 9","Alabama"
"2022","Male","45-60","Yes","Affects their ability to communicate","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","Work"
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","I can't remember, I just recognized the word","A language disorder","Yes","somewhat disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None","Probably online"
"2022","Female","45-60","Yes","Hard to comminucate","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","0","0","0","1 to 3","Neighbor"
"2022","Male","45-60","Yes","Cognitive function declines over time, affecting all systems of the body","A spinal condition","No","neutral","Other (please specify)","No",NA,NA,"No","0","1","0","0","0","4 to 6","Media, about Bruce Willis"
"2022","Male","45-60","Yes","Understanding and communication","A circulatory condition","Yes","strongly agree","From a family member or friend","Yes","1 - 2 years","Yes",NA,"0","0","1","0","0","4 to 6","Understanding communication"
"2022","Male","18-29","Yes","They lose the ability to speak","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","1","0","None","School"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"I don't know","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Cuts off oxygen to all necessary muscles and organs.","A circulatory condition","Yes","strongly disagree","From a doctor","No",NA,NA,"No","1","0","1","1","0","1 to 3","I think it was online or on the TV"
"2022","Male","> 60","Yes","The person is unable to think and/or communicate properly.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","1","1","1","0","0","None","It was mentioned in some article on the internet."
"2022","Male","30-44","Yes","no idea","I’m not sure","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3","Internet"
"2022","Male","18-29","Yes","I genuinely do not know.","A language disorder","Yes","neutral","In a newspaper, magazine or online publication","No",NA,NA,"Yes","0","0","1","0","0","4 to 6","Literally just now"
"2022","Female","45-60","Yes","It makes it difficult for them to find the words they want to use when speaking.","None of the above","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"I don't know","1","1","1","0","0","10 or more","It's a recurring subject in the news now due to Bruce Willis being diagnosed with it."
"2022","Male","30-44","Yes","its a speech impediment","A language disorder","Yes","somewhat agree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","idk"
"2022","Male","> 60","Yes","Aphasia is a condition in which a person has trouble finding the right words to say when speaking. In extreme cases it can render the person effectively mute.","None of the above","Yes","strongly disagree","I don't recall","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","Honestly, I don't recall"
"2022","Male","> 60","Yes","verbal skills","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3","not sure"
"2022","Male","> 60","Yes","don't know","I’m not sure","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","don't recall"
"2022","Male","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","heart","A heart condition","Yes","somewhat agree","In a newspaper, magazine or online publication","Yes","1 - 2 years","Yes",NA,"1","0","1","1","0","1 to 3","radio"
"2022","Male","45-60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","slurred speech","I’m not sure","Yes","neutral","I don't recall","No",NA,NA,"No","1","1","1","0","0","1 to 3","on television"
"2022","Male","> 60","Yes","difficulty expressing themselves","A language disorder","I don't know","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","0","1","0","0","1 to 3","on tv"
"2022","Male","30-44","Yes","Some sort of language disorder","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","Bruce Willis"
"2022","Male","> 60","No",NA,NA,"No","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Trouble with speech and communication","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"Yes","0","0","0","0","1","7 to 9","News"
"2022","Male","30-44","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Not sure just recognize the word.","A language disorder","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"I don't know","1","0","0","0","0","1 to 3","tv"
"2022","Male","> 60","Yes","Speech","A language disorder","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3","Online article"
"2022","Male","> 60","Yes","It affects their cognitive ability","None of the above","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","10 or more","On line news regarding Bruce Willis"
"2022","Male","> 60","Yes","Memory loss","None of the above","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"Yes","1","0","0","0","0","1 to 3","CNN"
"2022","Male","> 60","No",NA,NA,"No","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","Difficulty in determining or discerning the spoken word","I’m not sure","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","Bruce"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","difficulty with language","A language disorder","Yes","strongly disagree","I don't recall","Yes","More than 3 years ago","Yes",NA,"1","0","1","0","0","1 to 3","don't remember"
"2022","Male","> 60","Yes","It interferes with the ability to speak.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None","I don't remember."
"2022","Male","> 60","Yes","difficult to remember words or complete a sentence","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","10 or more","cnn"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","I have heard of the word but don't know anything about the affects","A circulatory condition","Yes","somewhat agree","I don't recall","No",NA,NA,"No","1","0","0","0","0","1 to 3","Don't know, maybe TV"
"2022","Male","> 60","Yes","Leads to abnormal speech and/or understanding of speech.","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"Yes","1","1","1","1","0","4 to 6","Online news regarding actor Bruce Willis."
"2022","Male","45-60","Yes","Bsbbzbbxbd","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","Yes","1 - 2 years","Yes",NA,"0","1","1","0","0","4 to 6","Sbsbhsb"
"2022","Male","> 60","Yes","the person cannot speak the words s/he wants to say","A language disorder","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","1","1","1","0","4 to 6","online news-"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","The brain is not able to communicate to the body on how to speak certain words","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","On wikipedia after researching an episode of House"
"2022","Male","> 60","Yes","Forgetfulness. Loss of memories","A language disorder","Yes","strongly agree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","7 to 9","Tv show"
"2022","Male","> 60","Yes","I don’t recall.","I’m not sure","Yes","strongly disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","1 to 3","I don’t recall"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"I don't know","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","difficulty communicating","None of the above","Yes","somewhat disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3","TV"
"2022","Female","45-60","Yes","A person will lose words or have difficulty remembering things","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"Yes","1","1","1","0","0","4 to 6","The news about Bruce Willis"
"2022","Female","45-60","Yes","they can't get a mental picture on their brain","None of the above","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","0","0","0","0","1","None","about a month ago when I asked a friend of mine about her son who has it"
"2022","Male","18-29","Yes","After a stroke, a person has a hard time communicating verbally","I’m not sure","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","0","0","1","1 to 3","An article in Apple News"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","inability to understand spoken or word or talk","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","0","1","0","0","1 to 3","Bruce Willis"
"2022","Male","30-44","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","Not sure","I’m not sure","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","None","N/A"
"2022","Male","45-60","Yes","the mind","None of the above","No","somewhat disagree","Other (please specify)","No",NA,NA,"I don't know","0","0","0","0","1","7 to 9","people mag."
"2022","Male","18-29","Yes","Makes it difficult to understand language","A language disorder","Yes","somewhat disagree","Other (please specify)","No",NA,NA,"No","0","0","0","0","1","1 to 3","Twitter"
"2022","Male","30-44","Yes","Baldness","None of the above","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","None","Don’t know"
"2022","Male","30-44","Yes","It had firstly affects their speech.","None of the above","No","somewhat disagree","From a family member or friend","No",NA,NA,"No","1","1","1","1","0","1 to 3","Tv"
"2022","Male","30-44","Yes","Aphasia makes it hard for the person to communicate.","A language disorder","No","neutral","In a newspaper, magazine or online publication","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","I remember seeing it on a YouTube video about his dad getting aphasia."
"2022","Male","> 60","No",NA,NA,"Yes","somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","they can't express themselves like they use to","A language disorder","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"Yes","1","0","0","0","0","1 to 3","tv"
"2022","Male","45-60","Yes","They have hard trouble talking that’s what I heard is that true??? How does this go about , what else does it do???","I’m not sure","I don't know","neutral","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3","TMZ"
"2022","Male","> 60","Yes","Makes it difficult to speak and/or to understand spoken language.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","7 to 9","NY Times, with reference to Bruce Willis"
"2022","Male","18-29","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Unable to speak or show understanding of language","I’m not sure","Yes","strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","Someone talking about it in a hospital setting."
"2022","Male","18-29","Yes","B","A spinal condition","Yes","neutral","From a family member or friend","Yes","More than 3 years ago","Yes",NA,"1","0","0","0","1","None","N"
"2022","Male","30-44","Yes","Language disorder","A language disorder","Yes","somewhat disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","House"
"2022","Male","30-44","No",NA,NA,"Yes","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","> 60","Yes","trouble bringing up words","A language disorder","Yes","strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","news"
"2022","Male","18-29","Yes","affects the voice","I’m not sure","I don't know","somewhat disagree","I don't recall","No",NA,NA,"Yes","0","0","1","0","0","None","book"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","No",NA,NA,"Yes","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","This condition causes people to not be able to understand language phrases and words they used to understand perfectly well.","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","news of Bruce Willis retiring from acting due to his aphasia"
"2022","Male","30-44","Yes","I don’t remember","A circulatory condition","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","0","0","0","0","1 to 3","I don’t remember"
"2022","Male","45-60","Yes","Loss of recognition","A language disorder","Yes","strongly disagree","From a doctor","No",NA,NA,"I don't know","1","1","1","0","0","4 to 6","News"
"2022","Male","18-29","No",NA,NA,"I don't know","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","Yes","soft spot","A circulatory condition","Yes","somewhat agree","On TV or in a movie","Yes","1 - 2 years","Yes",NA,"1","0","1","1","0","4 to 6","none"
"2022","Male","18-29","Yes","I think it could be better","A language disorder","Yes","strongly disagree","From a doctor","Yes","1 - 2 years","Yes",NA,"0","1","0","0","0","4 to 6","At the doctors office"
"2022","Male","30-44","Yes","It's a language disorder that prevents the sufferer from communicating","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","0","1","0","0","1 to 3","online news"
"2022","Male","18-29","Yes","Don’t know","A circulatory condition","Yes","strongly agree","In a newspaper, magazine or online publication","No",NA,NA,"Yes","0","0","1","0","0","4 to 6","Don’t know"
"2022","Female","45-60","Yes","Difficulty speaking..forming words and thoughts","A language disorder","No","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","1","0","1 to 3","A week ago"
"2022","Female","45-60","Yes","Language ability","A language disorder","Yes","strongly disagree","From a family member or friend","No",NA,NA,"No","1","0","0","0","0","1 to 3","Colleague"
"2022","Male","> 60","No",NA,NA,"I don't know","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","45-60","Yes","Unable to speak.","I’m not sure","Yes","strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","1","0","1","1 to 3","Wes about Bruce Willis"
"2022","Male","18-29","No",NA,NA,"I don't know","somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","18-29","Yes","a disorder that makes it difficult for someone to speak","A language disorder","Yes","somewhat agree","From a family member or friend","No",NA,NA,"Yes","1","1","0","0","0","1 to 3","Family"
"2022","Male","45-60","Yes","Depends where the damage occurs in the brain","A circulatory condition","Yes","strongly disagree","Other (please specify)","No",NA,NA,"No","1","0","1","1","0","None","School"
"2022","Male","> 60","No",NA,NA,"Yes","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Male","30-44","No",NA,NA,"I don't know","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","Female","45-60","Yes","Condition where someone has a diminished capacity to verbally express themselves.","A language disorder","Yes","somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","I believe a story about Bruce Willis mentioned that he had aphasia."
"2022","Male","> 60","Yes","I believe that a person with aphasia can understand speech, but cannot put a coherent sentence together.","A language disorder","Yes","strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","4 to 6","Apparently some actor or celebrity has it."
"2022","Male","45-60","No",NA,NA,"No","strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
